Operation,SiteUrl,MachineId,TargetUserOrGroupType,MachineDomainInfo,Site,WebId,UserAgent,ClientIP,ListId,DestinationFileExtension,EventSource,UserType,ObjectId,DestinationFileName,ModifiedProperties,SourceRelativeUrl,OrganizationId,FileSyncBytesCommitted,SourceFileExtension,SourceFileName,UserKey,DestinationRelativeUrl,UserId,CreationTime,TargetUserOrGroupName,EventData,Version,ListItemUniqueId,RecordType,CorrelationId,ItemType,Workload,ImplicitShare,UniqueSharingId,Id,CustomUniqueId
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:36,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pptx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:36,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:38,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pptx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:38,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,jpg,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:39,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:40,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,log,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:41,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,jpg,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:41,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,txt,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:42,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,ppt,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:43,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,jpg,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:44,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,jpg,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:44,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:45,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,jpg,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:45,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,xlsx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:46,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,txt,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:52,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pptx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:52,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:55,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pptm,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:55,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,log,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:56,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,png,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:56,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:57,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FolderDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:58,,,1,*REDACTED*,6,*REDACTED*,Folder,OneDrive,,,*REDACTED*,
FolderDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:30:59,,,1,*REDACTED*,6,*REDACTED*,Folder,OneDrive,,,*REDACTED*,
FolderDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:01,,,1,*REDACTED*,6,*REDACTED*,Folder,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,xlsx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:01,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:02,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:03,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:04,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:04,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:05,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:06,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:07,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:07,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:08,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:09,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:10,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:11,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:12,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:13,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:14,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:15,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:15,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:16,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:17,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:17,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:18,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:19,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:20,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:20,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:21,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:21,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:22,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:23,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:24,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:24,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:25,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:26,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:26,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:27,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:28,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,xps,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:29,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:30,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:31,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,DOCX,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:32,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:32,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:33,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:34,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:36,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:37,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:37,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,pdf,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:38,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:39,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:40,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:40,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,doc,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:41,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
FileDeleted,*REDACTED*,,,,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,*REDACTED*,,SharePoint,0,*REDACTED*,,,*REDACTED*,*REDACTED*,,docx,*REDACTED*,*REDACTED*,,*REDACTED*,2019-11-26T21:31:43,,,1,*REDACTED*,6,*REDACTED*,File,OneDrive,,,*REDACTED*,
